id_igre,ime,konzola,ocena,tezavnost,dolzina,povezava
939091,Guitar Hero III: Legends of Rock,94,4.07,3.27,27.57,/ps2/939091-guitar-hero-iii-legends-of-rock
563470,Tetris,41,4.07,3.15,28.41,/nes/563470-tetris
196820,Brigandine,78,4.07,3.12,42.90,/ps/196820-brigandine
914914,Monster Hunter,94,4.07,3.96,74.92,/ps2/914914-monster-hunter
586154,Dynamite Headdy,54,4.07,3.90,10.22,/genesis/586154-dynamite-headdy
739522,Middle-earth: Shadow of Mordor,121,4.07,3.12,37.83,/xboxone/739522-middle-earth-shadow-of-mordor
588849,Wild Guns,63,4.07,3.81,6.73,/snes/588849-wild-guns
562630,Marvel vs. Capcom: Clash of Super Heroes,2,4.07,3.19,21.45,/arcade/562630-marvel-vs-capcom-clash-of-super-heroes
561899,Sonic Mega Collection,99,4.07,3.14,35.00,/gamecube/561899-sonic-mega-collection
945185,Initial D: Extreme Stage,113,4.07,3.42,44.02,/ps3/945185-initial-d-extreme-stage
100038,Grim Fandango Remastered,19,4.07,3.40,13.53,/pc/100038-grim-fandango-remastered
583658,X-Men vs. Street Fighter,2,4.07,3.06,18.83,/arcade/583658-x-men-vs-street-fighter
256525,Legend of Mana,78,4.07,2.86,49.63,/ps/256525-legend-of-mana
926702,Fable: The Lost Chapters,19,4.07,2.74,34.80,/pc/926702-fable-the-lost-chapters
768083,Batman: Arkham Knight,120,4.07,3.04,38.93,/ps4/768083-batman-arkham-knight
913945,Quake III Arena,67,4.07,3.50,39.31,/dreamcast/913945-quake-iii-arena
920720,Forza Motorsport,98,4.07,3.31,58.22,/xbox/920720-forza-motorsport
685564,Oreshika: Tainted Bloodlines,117,4.07,3.25,52.39,/vita/685564-oreshika-tainted-bloodlines
920505,Dragon Ball Z: Budokai 3,94,4.07,3.07,34.78,/ps2/920505-dragon-ball-z-budokai-3
466556,Tennis 2K2,67,4.07,3.15,26.32,/dreamcast/466556-tennis-2k2
589727,WWE SmackDown! Here Comes the Pain,94,4.06,2.96,42.20,/ps2/589727-wwe-smackdown-here-comes-the-pain
168652,World of Final Fantasy,117,4.06,2.85,65.00,/vita/168652-world-of-final-fantasy
198696,Sonic CD (1995),19,4.06,3.06,14.41,/pc/198696-sonic-cd-1995
588292,Dragon Quest V: Tenkuu no Hanayome,63,4.06,3.24,43.25,/snes/588292-dragon-quest-v-tenkuu-no-hanayome
946760,NHL 09,113,4.06,2.88,52.13,/ps3/946760-nhl-09
696964,LEGO Marvel Super Heroes,111,4.06,2.54,35.46,/xbox360/696964-lego-marvel-super-heroes
204247,The Binding of Isaac: Afterbirth +,124,4.06,4.40,77.22,/switch/204247-the-binding-of-isaac-afterbirth-plus
664216,FTL: Faster Than Light,19,4.06,4.16,30.26,/pc/664216-ftl-faster-than-light
938738,Guild Wars 2,19,4.06,3.06,80.00+,/pc/938738-guild-wars-2
199061,Tony Hawk's Pro Skater 2,78,4.06,3.02,30.66,/ps/199061-tony-hawks-pro-skater-2
695717,Final Fantasy IV,106,4.06,3.12,40.31,/android/695717-final-fantasy-iv
792694,Age of Mythology: Extended Edition,19,4.06,3.10,49.71,/pc/792694-age-of-mythology-extended-edition
638786,Borderlands 2,19,4.06,3.13,59.85,/pc/638786-borderlands-2
649290,MLB 12: The Show,113,4.06,3.24,48.61,/ps3/649290-mlb-12-the-show
258621,Astral Chain,124,4.06,3.30,36.68,/switch/258621-astral-chain
991402,Guitar Hero: Warriors of Rock,114,4.06,3.43,44.97,/wii/991402-guitar-hero-warriors-of-rock
563568,Virtua Fighter 4: Evolution,94,4.06,3.67,35.82,/ps2/563568-virtua-fighter-4-evolution
580758,Super Robot Taisen Alpha Gaiden,78,4.06,3.61,47.95,/ps/580758-super-robot-taisen-alpha-gaiden
954385,Metroid Prime 2: Echoes,114,4.06,3.64,32.48,/wii/954385-metroid-prime-2-echoes
933024,No More Heroes,114,4.06,3.12,19.25,/wii/933024-no-more-heroes
100023,MLB 15: The Show,120,4.06,3.10,77.86,/ps4/100023-mlb-15-the-show
583590,Killer Instinct,2,4.06,3.49,18.84,/arcade/583590-killer-instinct
625209,Atelier Meruru: The Apprentice of Arland,113,4.06,2.96,53.44,/ps3/625209-atelier-meruru-the-apprentice-of-arland
997663,Castlevania: Harmony of Despair,111,4.06,3.43,48.13,/xbox360/997663-castlevania-harmony-of-despair
196818,Breath of Fire IV,78,4.06,3.03,49.82,/ps/196818-breath-of-fire-iv
533287,Super Mario Sunshine,99,4.06,3.29,35.95,/gamecube/533287-super-mario-sunshine
195495,Poochy & Yoshi's Woolly World,116,4.06,2.81,24.13,/3ds/195495-poochy-and-yoshis-woolly-world
931102,Valkyrie Profile 2: Silmeria,94,4.06,3.62,64.87,/ps2/931102-valkyrie-profile-2-silmeria
144665,LEGO Dimensions,120,4.06,2.37,60.15,/ps4/144665-lego-dimensions
171962,God Eater Resurrection,120,4.06,3.69,77.74,/ps4/171962-god-eater-resurrection
795265,Far Cry 4,121,4.06,2.98,43.84,/xboxone/795265-far-cry-4
943712,Street Fighter IV,111,4.06,3.50,25.32,/xbox360/943712-street-fighter-iv
260142,Cadence of Hyrule: Crypt of the NecroDancer Featuring The Legend of Zelda,124,4.06,3.25,15.32,/switch/260142-cadence-of-hyrule-crypt-of-the-necrodancer-featuring-the
563453,River City Ransom,41,4.06,3.13,10.10,/nes/563453-river-city-ransom
938497,Rune Factory 2: A Fantasy Harvest Moon,108,4.06,3.03,52.00,/ds/938497-rune-factory-2-a-fantasy-harvest-moon
198455,Resident Evil,76,4.06,3.35,16.41,/saturn/198455-resident-evil
944319,One Piece: Unlimited Cruise 1: The Treasure Beneath the Waves,114,4.06,3.09,36.87,/wii/944319-one-piece-unlimited-cruise-1-the-treasure-beneath-the-waves
928234,Gears of War,111,4.06,3.28,20.88,/xbox360/928234-gears-of-war
36592,Riven: The Sequel to Myst,19,4.06,4.05,28.57,/pc/36592-riven-the-sequel-to-myst
934379,The Godfather: Blackhand Edition,114,4.06,3.02,34.40,/wii/934379-the-godfather-blackhand-edition
914646,SSX 3,94,4.06,3.05,40.98,/ps2/914646-ssx-3
805889,Dragon Ball: Xenoverse,121,4.06,3.59,56.26,/xboxone/805889-dragon-ball-xenoverse
921298,Song of Saya - Saya no Uta,19,4.06,1.54,8.82,/pc/921298-song-of-saya-saya-no-uta
639949,Colors! 3D,116,4.06,2.40,52.99,/3ds/639949-colors-3d
562650,Live A Live,63,4.06,3.07,25.59,/snes/562650-live-a-live
240205,Assassin's Creed Odyssey,120,4.06,3.01,80.00+,/ps4/240205-assassins-creed-odyssey
958720,BlazBlue: Calamity Trigger,113,4.06,3.39,29.31,/ps3/958720-blazblue-calamity-trigger
708658,The Walking Dead: A Telltale Games Series - The Complete First Season,117,4.06,2.11,13.63,/vita/708658-the-walking-dead-a-telltale-games-series-the-complete-first
960587,Flipnote Studio,108,4.06,2.08,39.22,/ds/960587-flipnote-studio
562988,Metal Gear 2: Solid Snake,40,4.06,3.36,12.10,/msx/562988-metal-gear-2-solid-snake
914938,Star Wars: Republic Commando,98,4.06,3.15,18.11,/xbox/914938-star-wars-republic-commando
538175,Need for Speed: Hot Pursuit 2,94,4.06,3.13,38.34,/ps2/538175-need-for-speed-hot-pursuit-2
926608,The Warriors,98,4.06,3.08,24.83,/xbox/926608-the-warriors
805603,Ratchet & Clank,120,4.06,2.74,20.06,/ps4/805603-ratchet-and-clank
981376,Sleeping Dogs,111,4.06,2.93,27.61,/xbox360/981376-sleeping-dogs
954380,New Play Control! Pikmin,114,4.06,3.28,16.20,/wii/954380-new-play-control-pikmin
224563,Star Ocean 4: The Last Hope - 4K & Full HD Remaster,120,4.06,3.12,72.09,/ps4/224563-star-ocean-4-the-last-hope-4k-and-full-hd-remaster
260127,Cuphead,124,4.06,4.41,24.33,/switch/260127-cuphead
193145,Rise of the Tomb Raider: 20 Year Celebration,120,4.06,2.95,31.95,/ps4/193145-rise-of-the-tomb-raider-20-year-celebration
971809,Sonic & Knuckles,111,4.06,3.05,9.64,/xbox360/971809-sonic-and-knuckles
516498,Pikmin,99,4.06,3.30,20.35,/gamecube/516498-pikmin
563530,Breath of Fire II,63,4.06,3.30,44.81,/snes/563530-breath-of-fire-ii
199288,WCW/nWo Revenge,84,4.06,2.89,33.40,/n64/199288-wcw-nwo-revenge
445101,Devil May Cry,94,4.06,3.75,20.24,/ps2/445101-devil-may-cry
197183,Dungeon Keeper,19,4.06,3.38,44.13,/pc/197183-dungeon-keeper
727210,Geometry Dash,112,4.06,4.52,62.19,/iphone/727210-geometry-dash
727982,Rogue Legacy,117,4.06,4.04,32.68,/vita/727982-rogue-legacy
971262,MLB 10: The Show,113,4.06,3.34,58.18,/ps3/971262-mlb-10-the-show
925867,Romance of the Three Kingdoms X,94,4.06,3.13,63.51,/ps2/925867-romance-of-the-three-kingdoms-x
632930,Luigi's Mansion: Dark Moon,116,4.06,2.99,25.82,/3ds/632930-luigis-mansion-dark-moon
588651,Shadowrun,63,4.06,3.46,28.13,/snes/588651-shadowrun
919279,Star Wars: Battlefront,98,4.06,2.98,31.41,/xbox/919279-star-wars-battlefront
632918,BlazBlue: Continuum Shift Extend,117,4.06,3.40,37.96,/vita/632918-blazblue-continuum-shift-extend
231485,Dead Cells,124,4.06,4.26,35.77,/switch/231485-dead-cells
831918,Cities: Skylines,19,4.06,3.02,63.83,/pc/831918-cities-skylines
562854,Tales of Phantasia,78,4.06,3.26,56.53,/ps/562854-tales-of-phantasia
929240,Rogue Galaxy,94,4.06,3.11,66.63,/ps2/929240-rogue-galaxy
182637,Detroit: Become Human,120,4.06,2.40,21.33,/ps4/182637-detroit-become-human
100034,Enter the Gungeon,19,4.05,4.18,68.63,/pc/100034-enter-the-gungeon
944961,NCAA Football 09,111,4.05,2.50,50.72,/xbox360/944961-ncaa-football-09
581776,Monster World IV,54,4.05,3.14,11.17,/genesis/581776-monster-world-iv
248078,Final Fantasy XII: The Zodiac Age,124,4.05,3.03,75.50,/switch/248078-final-fantasy-xii-the-zodiac-age
180602,Hatsune Miku: Project Diva X,120,4.05,3.10,52.66,/ps4/180602-hatsune-miku-project-diva-x
846212,Shadowrun: Dragonfall - Director's Cut,19,4.05,3.12,32.30,/pc/846212-shadowrun-dragonfall-directors-cut
920676,Sonic Mega Collection Plus,94,4.05,3.15,36.34,/ps2/920676-sonic-mega-collection-plus
207680,Digimon Story Cyber Sleuth: Hacker's Memory,120,4.05,2.96,75.69,/ps4/207680-digimon-story-cyber-sleuth-hackers-memory
207500,Collection of Mana,124,4.05,3.35,67.40,/switch/207500-collection-of-mana
683298,Warriors Orochi 3 Hyper,118,4.05,2.96,54.56,/wii-u/683298-warriors-orochi-3-hyper
800860,Samurai Warriors 4,120,4.05,2.84,66.99,/ps4/800860-samurai-warriors-4
475761,Kingdom Under Fire: The Crusaders,98,4.05,3.88,36.08,/xbox/475761-kingdom-under-fire-the-crusaders
234533,Luigi's Mansion,116,4.05,2.93,14.95,/3ds/234533-luigis-mansion
937406,Left 4 Dead,19,4.05,3.14,31.49,/pc/937406-left-4-dead
606303,Dynasty Warriors 7,113,4.05,2.71,53.73,/ps3/606303-dynasty-warriors-7
589660,Mega Man Zero 2,91,4.05,3.78,18.34,/gba/589660-mega-man-zero-2
952638,Dynasty Warriors: Gundam 2,111,4.05,3.05,51.29,/xbox360/952638-dynasty-warriors-gundam-2
939578,LEGO Star Wars: The Complete Saga,114,4.05,2.57,38.51,/wii/939578-lego-star-wars-the-complete-saga
939160,GRID,111,4.05,3.34,30.02,/xbox360/939160-grid
944795,Duke Nukem 3D,111,4.05,3.50,18.15,/xbox360/944795-duke-nukem-3d
196176,Digimon World: Next Order,120,4.05,3.70,77.21,/ps4/196176-digimon-world-next-order
236401,Etrian Odyssey Nexus,116,4.05,3.49,70.39,/3ds/236401-etrian-odyssey-nexus
605742,Super Mario All-Stars: 25th Anniversary Edition,114,4.05,3.29,28.68,/wii/605742-super-mario-all-stars-25th-anniversary-edition
556040,Rise of Nations,19,4.05,3.07,44.78,/pc/556040-rise-of-nations
956857,Assassin's Creed II,19,4.05,2.79,34.55,/pc/956857-assassins-creed-ii
957966,Fallout / Fallout 2,19,4.05,3.56,63.52,/pc/957966-fallout-fallout-2
929996,.hack//G.U. vol. 2//Reminisce,94,4.05,2.95,44.27,/ps2/929996-hack-gu-vol-2-reminisce
620277,Killzone: Mercenary,117,4.05,3.10,22.09,/vita/620277-killzone-mercenary
739536,Rayman Legends,120,4.05,3.11,31.79,/ps4/739536-rayman-legends
946524,Wizard101,19,4.05,2.86,80.00+,/pc/946524-wizard101
951791,Shin Megami Tensei: Devil Summoner 2: Raidou Kuzunoha vs. King Abaddon,94,4.05,3.11,57.50,/ps2/951791-shin-megami-tensei-devil-summoner-2-raidou-kuzunoha-vs-king
930506,Apollo Justice: Ace Attorney,108,4.05,2.98,20.27,/ds/930506-apollo-justice-ace-attorney
945586,Mana Khemia: Student Alliance,109,4.05,2.97,52.97,/psp/945586-mana-khemia-student-alliance
706181,Assassin's Creed IV: Black Flag,120,4.05,2.88,45.22,/ps4/706181-assassins-creed-iv-black-flag
709797,Dynasty Warriors 8,111,4.05,2.83,54.98,/xbox360/709797-dynasty-warriors-8
666758,Guacamelee!,117,4.05,3.25,12.46,/vita/666758-guacamelee
255338,Dragon's Dogma: Dark Arisen,124,4.05,3.31,77.46,/switch/255338-dragons-dogma-dark-arisen
459841,Final Fantasy XII,94,4.05,3.21,75.83,/ps2/459841-final-fantasy-xii
929451,Naruto: Gekitou Ninja Taisen! 4,99,4.05,3.10,41.21,/gamecube/929451-naruto-gekitou-ninja-taisen-4
663933,Baldur's Gate: Enhanced Edition,19,4.05,3.62,63.77,/pc/663933-baldurs-gate-enhanced-edition
199140,Tyrian 2000,19,4.05,3.35,12.70,/pc/199140-tyrian-2000
241037,Sekiro: Shadows Die Twice,19,4.05,4.27,47.09,/pc/241037-sekiro-shadows-die-twice
914836,Dead or Alive Ultimate,98,4.05,3.32,31.19,/xbox/914836-dead-or-alive-ultimate
134594,Titanfall 2,19,4.05,2.91,12.44,/pc/134594-titanfall-2
197152,Dragon Warrior VII,78,4.05,3.42,80.00+,/ps/197152-dragon-warrior-vii
927225,Burnout Revenge,94,4.05,3.14,31.45,/ps2/927225-burnout-revenge
932470,Hitman: Blood Money,111,4.05,3.38,25.70,/xbox360/932470-hitman-blood-money
228477,Mega Man 11,124,4.05,3.76,12.99,/switch/228477-mega-man-11
950188,Tales of Hearts,108,4.05,3.06,62.41,/ds/950188-tales-of-hearts
914653,Guild Wars,19,4.05,3.20,78.14,/pc/914653-guild-wars
202752,Elite: Dangerous,120,4.05,3.77,72.61,/ps4/202752-elite-dangerous
932854,Metal Slug Anthology,114,4.05,3.79,16.68,/wii/932854-metal-slug-anthology
939730,Touhou Hisouten: Scarlet Weather Rhapsody,19,4.05,3.34,13.64,/pc/939730-touhou-hisouten-scarlet-weather-rhapsody
997459,K-On! Houkago Live!!,109,4.05,3.26,45.45,/psp/997459-k-on-houkago-live
980166,Resident Evil 5: Gold Edition,113,4.05,3.22,30.11,/ps3/980166-resident-evil-5-gold-edition
586122,Crusader of Centy,54,4.05,2.81,18.55,/genesis/586122-crusader-of-centy
999446,Arcana Heart 3,113,4.05,3.45,27.30,/ps3/999446-arcana-heart-3
475252,Gunvalkyrie,98,4.05,3.95,25.87,/xbox/475252-gunvalkyrie
191636,Resident Evil 7: biohazard,121,4.05,3.40,20.21,/xboxone/191636-resident-evil-7-biohazard
448657,Tokyo Xtreme Racer Zero,94,4.05,3.16,53.87,/ps2/448657-tokyo-xtreme-racer-zero
184030,Minecraft: Wii U Edition,118,4.05,2.81,67.46,/wii-u/184030-minecraft-wii-u-edition
925558,Dynasty Warriors 5,94,4.05,2.93,49.17,/ps2/925558-dynasty-warriors-5
476277,Age of Mythology,19,4.05,3.08,45.78,/pc/476277-age-of-mythology
198332,Power Stone,67,4.05,3.13,22.19,/dreamcast/198332-power-stone
588738,Super Mario Kart,63,4.05,3.20,23.20,/snes/588738-super-mario-kart
588623,Rock N' Roll Racing,63,4.05,3.07,19.56,/snes/588623-rock-n-roll-racing
183992,Grand Theft Auto: Vice City,120,4.05,3.29,38.63,/ps4/183992-grand-theft-auto-vice-city
739683,Persona 4 Arena Ultimax,113,4.05,3.03,36.92,/ps3/739683-persona-4-arena-ultimax
920797,Hot Shots Golf: Open Tee,109,4.05,2.97,28.39,/psp/920797-hot-shots-golf-open-tee
739521,Middle-earth: Shadow of Mordor,120,4.05,3.10,36.16,/ps4/739521-middle-earth-shadow-of-mordor
564117,Shin Kidou Senshi Gundam W: Endless Duel,63,4.05,3.26,15.87,/snes/564117-shin-kidou-senshi-gundam-w-endless-duel
291597,Sonic Adventure 2,67,4.05,3.07,30.96,/dreamcast/291597-sonic-adventure-2
997646,Cthulhu Saves the World,111,4.05,2.93,12.06,/xbox360/997646-cthulhu-saves-the-world
696965,LEGO Marvel Super Heroes,113,4.05,2.57,32.70,/ps3/696965-lego-marvel-super-heroes
835984,God Eater 2: Rage Burst,120,4.05,3.30,71.90,/ps4/835984-god-eater-2-rage-burst
991786,Hydro Thunder Hurricane,111,4.04,3.25,18.74,/xbox360/991786-hydro-thunder-hurricane
197414,F-Zero X,84,4.04,3.74,27.25,/n64/197414-f-zero-x
102984,Shovel Knight,120,4.04,3.45,14.21,/ps4/102984-shovel-knight
929675,Mega Man Powered Up,109,4.04,3.25,16.23,/psp/929675-mega-man-powered-up
681534,State of Decay,111,4.04,3.31,38.38,/xbox360/681534-state-of-decay
944262,Armored Core: For Answer,111,4.04,3.76,33.24,/xbox360/944262-armored-core-for-answer
805626,Dragon Ball: Xenoverse,113,4.04,3.58,61.10,/ps3/805626-dragon-ball-xenoverse
996094,Assassin's Creed: Brotherhood,19,4.04,2.82,34.82,/pc/996094-assassins-creed-brotherhood
610287,Grand Theft Auto IV: The Complete Edition,19,4.04,2.96,50.86,/pc/610287-grand-theft-auto-iv-the-complete-edition
935291,Burnout Paradise,113,4.04,2.96,42.70,/ps3/935291-burnout-paradise
978357,Plants vs. Zombies,113,4.04,2.98,19.89,/ps3/978357-plants-vs-zombies
974895,Shantae: Risky's Revenge,108,4.04,2.97,10.81,/ds/974895-shantae-riskys-revenge
561102,Tom Clancy's Splinter Cell,98,4.04,3.43,20.65,/xbox/561102-tom-clancys-splinter-cell
941684,Sid Meier's Civilization Revolution,111,4.04,3.09,39.12,/xbox360/941684-sid-meiers-civilization-revolution
241205,Daemon X Machina,124,4.04,3.03,54.39,/switch/241205-daemon-x-machina
563463,Super C,41,4.04,3.86,6.52,/nes/563463-super-c
726469,Atelier Rorona Plus: The Alchemist of Arland,113,4.04,2.92,54.77,/ps3/726469-atelier-rorona-plus-the-alchemist-of-arland
197977,Monster Rancher 2,78,4.04,3.27,59.17,/ps/197977-monster-rancher-2
919208,Growlanser Generations,94,4.04,3.25,54.79,/ps2/919208-growlanser-generations
196813,Brave Fencer Musashi,78,4.04,3.13,33.34,/ps/196813-brave-fencer-musashi
642458,Fate/Extra CCC,109,4.04,3.14,52.71,/psp/642458-fate-extra-ccc
945736,TrackMania Nations Forever,19,4.04,3.53,59.83,/pc/945736-trackmania-nations-forever
928377,Killzone 2,113,4.04,3.34,19.07,/ps3/928377-killzone-2
668876,NBA 2K13,111,4.04,3.04,49.57,/xbox360/668876-nba-2k13
620275,Hot Shots Golf: World Invitational,117,4.04,3.57,47.46,/vita/620275-hot-shots-golf-world-invitational
932683,Dragon Ball Z: Budokai Tenkaichi 2,94,4.04,2.98,36.74,/ps2/932683-dragon-ball-z-budokai-tenkaichi-2
927476,MS Saga: A New Dawn,94,4.04,3.50,74.63,/ps2/927476-ms-saga-a-new-dawn
959558,Fallout: New Vegas,113,4.04,3.10,66.08,/ps3/959558-fallout-new-vegas
202464,Uncharted: The Lost Legacy,120,4.04,2.96,12.65,/ps4/202464-uncharted-the-lost-legacy
588691,Star Ocean,63,4.04,3.05,34.08,/snes/588691-star-ocean
946345,Bayonetta,113,4.04,3.67,24.50,/ps3/946345-bayonetta
960727,Metal Gear Rising: Revengeance,19,4.04,3.59,15.15,/pc/960727-metal-gear-rising-revengeance
981280,Dead Space 2,19,4.04,3.16,18.80,/pc/981280-dead-space-2
204459,Guilty Gear Xrd: Rev 2,120,4.04,3.39,42.02,/ps4/204459-guilty-gear-xrd-rev-2
919130,Dragon Quest V: Tenkuu no Hanayome,94,4.04,3.19,60.38,/ps2/919130-dragon-quest-v-tenkuu-no-hanayome
739684,Persona 4: Dancing All Night,117,4.04,3.00,25.55,/vita/739684-persona-4-dancing-all-night
920469,Need for Speed: Underground 2,19,4.04,2.92,37.99,/pc/920469-need-for-speed-underground-2
942662,Streets of Rage 2,111,4.04,3.38,10.21,/xbox360/942662-streets-of-rage-2
250631,Tekken Tag Tournament,94,4.04,3.00,28.55,/ps2/250631-tekken-tag-tournament
991433,Tales of Phantasia: Narikiri Dungeon X,109,4.04,3.06,55.59,/psp/991433-tales-of-phantasia-narikiri-dungeon-x
211082,Slay the Spire,19,4.04,3.82,45.40,/pc/211082-slay-the-spire
564407,Rudra no Hihou,63,4.04,3.33,46.04,/snes/564407-rudra-no-hihou
918883,Front Mission 4,94,4.04,3.33,47.55,/ps2/918883-front-mission-4
918428,Fallout 3,19,4.04,2.92,62.52,/pc/918428-fallout-3
931978,LEGO Star Wars II: The Original Trilogy,19,4.04,2.50,27.33,/pc/931978-lego-star-wars-ii-the-original-trilogy
583171,Chibi-Robo!,99,4.04,2.75,26.64,/gamecube/583171-chibi-robo
935509,Soul Nomad & the World Eaters,94,4.04,3.28,56.08,/ps2/935509-soul-nomad-and-the-world-eaters
694309,J-Stars Victory Vs,113,4.04,2.92,39.60,/ps3/694309-j-stars-victory-vs
586496,Streets of Rage 3,54,4.04,3.52,11.77,/genesis/586496-streets-of-rage-3
198704,Soul Blade,78,4.04,3.19,25.72,/ps/198704-soul-blade
919777,Classic NES Series: The Legend of Zelda,91,4.04,3.67,20.73,/gba/919777-classic-nes-series-the-legend-of-zelda
168615,South Park: The Fractured But Whole,120,4.04,2.74,25.14,/ps4/168615-south-park-the-fractured-but-whole
163460,Sword Art Online Re: Hollow Fragment,120,4.04,3.11,80.00+,/ps4/163460-sword-art-online-re-hollow-fragment
563350,ToeJam & Earl,54,4.04,3.20,15.65,/genesis/563350-toejam-and-earl
955087,DiRT 2,113,4.04,2.92,34.00,/ps3/955087-dirt-2
922156,WarioWare: Twisted!,91,4.04,3.03,16.02,/gba/922156-warioware-twisted
197508,Gundam Side Story 0079: Rise from the Ashes,67,4.04,3.62,13.51,/dreamcast/197508-gundam-side-story-0079-rise-from-the-ashes
651950,Gran Turismo 5 XL Edition,113,4.04,3.30,70.19,/ps3/651950-gran-turismo-5-xl-edition
917921,Baten Kaitos: Eternal Wings and the Lost Ocean,99,4.04,3.27,61.24,/gamecube/917921-baten-kaitos-eternal-wings-and-the-lost-ocean
706838,Guacamelee!,113,4.04,3.26,12.71,/ps3/706838-guacamelee
676303,Dragon Ball Z Budokai HD Collection,113,4.04,3.07,36.00,/ps3/676303-dragon-ball-z-budokai-hd-collection
208512,Bayonetta,19,4.04,3.45,21.99,/pc/208512-bayonetta
939576,LEGO Star Wars: The Complete Saga,113,4.04,2.27,33.12,/ps3/939576-lego-star-wars-the-complete-saga
588293,Dragon Quest VI: Maboroshi no Daichi,63,4.04,3.41,55.89,/snes/588293-dragon-quest-vi-maboroshi-no-daichi
183994,Rogue Galaxy,120,4.04,3.17,70.98,/ps4/183994-rogue-galaxy
196614,Ape Escape,78,4.04,3.04,23.74,/ps/196614-ape-escape
959972,NHL 10,113,4.04,2.94,50.00,/ps3/959972-nhl-10
920758,Super Mario 64 DS,108,4.04,3.09,33.95,/ds/920758-super-mario-64-ds
939100,Ar tonelico II: Melody of Metafalica,94,4.04,2.80,57.74,/ps2/939100-ar-tonelico-ii-melody-of-metafalica
933195,Animal Crossing: City Folk,114,4.04,2.30,68.88,/wii/933195-animal-crossing-city-folk
197066,Dead or Alive 2,67,4.04,3.06,17.70,/dreamcast/197066-dead-or-alive-2
564869,Street Fighter Alpha 3,2,4.04,3.31,26.29,/arcade/564869-street-fighter-alpha-3
181552,Dragon Age: Inquisition - Game of the Year Edition,120,4.04,3.03,80.00+,/ps4/181552-dragon-age-inquisition-game-of-the-year-edition
727957,Child of Light,19,4.04,2.80,15.73,/pc/727957-child-of-light
228833,Bayonetta,124,4.04,3.88,26.06,/switch/228833-bayonetta
938105,Warriors Orochi,94,4.04,3.00,47.32,/ps2/938105-warriors-orochi
587489,Ninja Gaiden II: The Dark Sword of Chaos,41,4.04,4.21,11.02,/nes/587489-ninja-gaiden-ii-the-dark-sword-of-chaos
561477,Marvel vs. Capcom 2,94,4.04,3.21,28.67,/ps2/561477-marvel-vs-capcom-2
640921,Sonic CD,112,4.04,3.11,14.58,/iphone/640921-sonic-cd
929198,Resident Evil 5,113,4.04,3.14,28.52,/ps3/929198-resident-evil-5
627558,SMITE,19,4.04,3.26,78.09,/pc/627558-smite
694952,Need for Speed: Most Wanted U,118,4.03,3.49,37.85,/wii-u/694952-need-for-speed-most-wanted-u
676011,Hotline Miami,19,4.03,3.82,9.50,/pc/676011-hotline-miami
936463,Odin Sphere,94,4.03,3.63,45.71,/ps2/936463-odin-sphere
589718,Prince of Persia: The Sands of Time,94,4.03,3.11,17.56,/ps2/589718-prince-of-persia-the-sands-of-time
179088,Rise of the Tomb Raider,120,4.03,2.92,33.29,/ps4/179088-rise-of-the-tomb-raider
944073,Tom Clancy's Rainbow Six Vegas 2,111,4.03,3.30,25.56,/xbox360/944073-tom-clancys-rainbow-six-vegas-2
710755,Far Cry 3: Blood Dragon,113,4.03,2.84,11.88,/ps3/710755-far-cry-3-blood-dragon
206402,Blaster Master Zero,124,4.03,3.06,15.37,/switch/206402-blaster-master-zero
929089,FlatOut 2,19,4.03,2.99,25.88,/pc/929089-flatout-2
734608,Sword Art Online: Hollow Fragment,117,4.03,3.15,80.00+,/vita/734608-sword-art-online-hollow-fragment
956920,La-Mulana,19,4.03,4.32,39.07,/pc/956920-la-mulana
655781,XCOM: Enemy Unknown,113,4.03,3.86,36.15,/ps3/655781-xcom-enemy-unknown
997834,Star Fox 64 3D,116,4.03,3.05,10.99,/3ds/997834-star-fox-64-3d
211210,Assassin's Creed Origins,120,4.03,2.96,63.87,/ps4/211210-assassins-creed-origins
579589,6-Pak,54,4.03,3.32,44.05,/genesis/579589-6-pak
928337,Street Fighter Alpha 3 MAX,109,4.03,3.40,23.78,/psp/928337-street-fighter-alpha-3-max
997903,The Witcher 2: Assassins of Kings,111,4.03,3.62,39.69,/xbox360/997903-the-witcher-2-assassins-of-kings
920787,New Super Mario Bros.,108,4.03,2.86,21.65,/ds/920787-new-super-mario-bros
945380,BioShock 2,111,4.03,3.09,21.57,/xbox360/945380-bioshock-2
920407,Battlefield 2,19,4.03,3.07,53.94,/pc/920407-battlefield-2
228476,Mega Man 11,120,4.03,3.69,12.28,/ps4/228476-mega-man-11
199255,Warcraft II: Battle.net Edition,19,4.03,3.31,38.94,/pc/199255-warcraft-ii-battlenet-edition
929841,Initial D: Street Stage,109,4.03,3.91,43.71,/psp/929841-initial-d-street-stage
632815,God of War HD,113,4.03,3.28,14.56,/ps3/632815-god-of-war-hd
197337,Final Fantasy IV,78,4.03,3.17,48.46,/ps/197337-final-fantasy-iv
610921,Red Dead Redemption: Undead Nightmare,113,4.03,3.05,23.32,/ps3/610921-red-dead-redemption-undead-nightmare
449471,Castlevania: Circle of the Moon,91,4.03,3.65,23.17,/gba/449471-castlevania-circle-of-the-moon
221220,DOOM,124,4.03,3.42,26.32,/switch/221220-doom
198877,Syphon Filter 2,78,4.03,3.42,21.78,/ps/198877-syphon-filter-2
