id_igre,ime,konzola,ocena,tezavnost,dolzina,povezava
563332,Mortal Kombat,54,3.56,3.33,15.80,/genesis/563332-mortal-kombat
736624,Enslaved: Odyssey to the West,19,3.56,2.86,13.36,/pc/736624-enslaved-odyssey-to-the-west
991493,The Lord of the Rings: War in the North,111,3.56,3.10,22.60,/xbox360/991493-the-lord-of-the-rings-war-in-the-north
632956,Defiance,111,3.56,3.07,49.53,/xbox360/632956-defiance
948964,Need for Speed Undercover,109,3.56,3.02,33.68,/psp/948964-need-for-speed-undercover
626629,Street Fighter X Tekken,19,3.56,3.10,18.90,/pc/626629-street-fighter-x-tekken
673023,PlayStation All-Stars Battle Royale,117,3.56,2.73,19.11,/vita/673023-playstation-all-stars-battle-royale
589356,The Temple of Elemental Evil,19,3.56,3.40,40.01,/pc/589356-the-temple-of-elemental-evil
942656,RAGE,113,3.56,2.99,19.60,/ps3/942656-rage
563527,Brain Lord,63,3.56,3.59,25.88,/snes/563527-brain-lord
919435,Harry Potter and the Prisoner of Azkaban,19,3.56,2.47,15.34,/pc/919435-harry-potter-and-the-prisoner-of-azkaban
946820,A Witch's Tale,108,3.56,2.71,46.83,/ds/946820-a-witchs-tale
958078,Guitar Hero: Smash Hits,113,3.56,3.29,25.54,/ps3/958078-guitar-hero-smash-hits
207764,Destiny 2,121,3.56,2.97,57.95,/xboxone/207764-destiny-2
191525,State of Decay 2,121,3.56,3.05,52.90,/xboxone/191525-state-of-decay-2
253554,The Outer Worlds,19,3.56,2.52,32.17,/pc/253554-the-outer-worlds
917587,Call of Duty: Finest Hour,98,3.56,3.13,17.19,/xbox/917587-call-of-duty-finest-hour
720090,Dragon Ball Z: Battle of Z,111,3.56,3.54,34.31,/xbox360/720090-dragon-ball-z-battle-of-z
997781,Nintendogs + Cats: Golden Retriever & New Friends,116,3.56,2.04,44.75,/3ds/997781-nintendogs-plus-cats-golden-retriever-and-new-friends
953371,Soldner-X: Himmelssturmer,113,3.56,4.07,20.35,/ps3/953371-soldner-x-himmelssturmer
928327,Devil Kings,94,3.55,3.22,26.73,/ps2/928327-devil-kings
784663,Brawlhalla,19,3.55,3.09,52.40,/pc/784663-brawlhalla
924367,Super Monkey Ball Deluxe,94,3.55,3.72,32.07,/ps2/924367-super-monkey-ball-deluxe
561527,Dead or Alive: Xtreme Beach Volleyball,98,3.55,2.69,31.90,/xbox/561527-dead-or-alive-xtreme-beach-volleyball
915108,R-Type Final,94,3.55,4.05,32.00,/ps2/915108-r-type-final
561704,Medal of Honor Frontline,98,3.55,3.09,16.78,/xbox/561704-medal-of-honor-frontline
944424,Demigod,19,3.55,2.74,19.05,/pc/944424-demigod
198601,Shadow Man,84,3.55,3.78,37.25,/n64/198601-shadow-man
948965,Need for Speed Undercover,111,3.55,2.79,25.94,/xbox360/948965-need-for-speed-undercover
563267,Contra: The Alien Wars,59,3.55,3.71,5.48,/gameboy/563267-contra-the-alien-wars
563221,Super Star Wars: The Empire Strikes Back,63,3.55,4.06,11.44,/snes/563221-super-star-wars-the-empire-strikes-back
988764,Magicka,19,3.55,3.51,17.57,/pc/988764-magicka
768312,Lord of Magna: Maiden Heaven,116,3.55,2.88,32.54,/3ds/768312-lord-of-magna-maiden-heaven
924435,Dragon Ball Z: Budokai 2,99,3.55,3.14,30.07,/gamecube/924435-dragon-ball-z-budokai-2
198118,Need for Speed: Porsche Unleashed,78,3.55,3.14,30.47,/ps/198118-need-for-speed-porsche-unleashed
588753,Super Smash T.V.,63,3.55,3.93,9.33,/snes/588753-super-smash-tv
197247,Evil Zone,78,3.55,2.86,14.97,/ps/197247-evil-zone
920761,Musashi: Samurai Legend,94,3.55,3.04,28.21,/ps2/920761-musashi-samurai-legend
934392,The Sims 2: Pets,94,3.55,2.39,30.16,/ps2/934392-the-sims-2-pets
930837,Bejeweled 2 Deluxe,111,3.55,3.07,39.83,/xbox360/930837-bejeweled-2-deluxe
585953,Teenage Mutant Ninja Turtles III: Radical Rescue,59,3.55,3.52,13.09,/gameboy/585953-teenage-mutant-ninja-turtles-iii-radical-rescue
587198,Conquest of the Crystal Palace,41,3.55,3.66,7.64,/nes/587198-conquest-of-the-crystal-palace
588641,Samurai Shodown,63,3.55,3.19,10.96,/snes/588641-samurai-shodown
939416,The Simpsons Game,111,3.55,2.79,15.08,/xbox360/939416-the-simpsons-game
537496,Bloody Roar: Primal Fury,99,3.55,3.07,15.38,/gamecube/537496-bloody-roar-primal-fury
938758,Time Crisis 4,113,3.55,3.26,13.47,/ps3/938758-time-crisis-4
930037,Bladestorm: The Hundred Years' War,113,3.55,2.85,42.00,/ps3/930037-bladestorm-the-hundred-years-war
589047,Neutopia,53,3.55,3.12,15.92,/tg16/589047-neutopia
579617,Pac-Man,41,3.55,3.15,5.59,/nes/579617-pac-man
936996,Harry Potter and the Order of the Phoenix,94,3.55,2.56,22.04,/ps2/936996-harry-potter-and-the-order-of-the-phoenix
930042,Rule of Rose,94,3.55,3.38,16.53,/ps2/930042-rule-of-rose
205077,Snake Pass,124,3.55,3.89,11.53,/switch/205077-snake-pass
924939,Samurai Western,94,3.55,3.09,19.79,/ps2/924939-samurai-western
477504,Soldier of Fortune II: Double Helix,19,3.55,3.23,21.95,/pc/477504-soldier-of-fortune-ii-double-helix
191228,FIFA 17,120,3.55,2.94,54.15,/ps4/191228-fifa-17
198378,Quake II,84,3.55,3.43,15.82,/n64/198378-quake-ii
199334,Worms,19,3.55,3.10,24.20,/pc/199334-worms
933221,RapeLay,19,3.55,1.93,22.35,/pc/933221-rapelay
988573,Red Faction: Armageddon,111,3.55,2.93,15.92,/xbox360/988573-red-faction-armageddon
588405,Joe & Mac,63,3.55,3.04,7.83,/snes/588405-joe-and-mac
588684,Venom - Spider-Man: Separation Anxiety,63,3.55,3.76,7.78,/snes/588684-venom-spider-man-separation-anxiety
717247,One Piece: Romance Dawn,116,3.55,3.02,45.83,/3ds/717247-one-piece-romance-dawn
664712,Disney Epic Mickey 2: The Power of Two,114,3.55,3.06,33.95,/wii/664712-disney-epic-mickey-2-the-power-of-two
168521,Fallout Shelter,112,3.55,2.91,61.23,/iphone/168521-fallout-shelter
804206,FIFA 15,113,3.55,2.91,43.58,/ps3/804206-fifa-15
288699,Helltaker,19,3.55,3.14,1.43,/pc/288699-helltaker
628144,Need for Speed: The Run,111,3.55,3.13,18.74,/xbox360/628144-need-for-speed-the-run
588494,Mighty Morphin Power Rangers: The Fighting Edition,63,3.55,2.79,8.43,/snes/588494-mighty-morphin-power-rangers-the-fighting-edition
198546,San Francisco Rush: Extreme Racing,84,3.55,3.39,34.14,/n64/198546-san-francisco-rush-extreme-racing
805576,LittleBigPlanet 3,120,3.54,2.74,30.88,/ps4/805576-littlebigplanet-3
939539,SOCOM: U.S. Navy SEALs Confrontation,113,3.54,3.47,62.11,/ps3/939539-socom-us-navy-seals-confrontation
938904,Drawn to Life,108,3.54,2.64,16.19,/ds/938904-drawn-to-life
563210,Contra,2,3.54,3.95,3.98,/arcade/563210-contra
586020,Alien Storm,54,3.54,3.41,5.51,/genesis/586020-alien-storm
586199,Gain Ground,54,3.54,3.82,8.60,/genesis/586199-gain-ground
437344,Headhunter,67,3.54,3.28,18.18,/dreamcast/437344-headhunter
913904,Disney's 102 Dalmatians: Puppies to the Rescue,78,3.54,2.29,13.64,/ps/913904-disneys-102-dalmatians-puppies-to-the-rescue
199386,Yoshi's Story,84,3.54,2.43,13.65,/n64/199386-yoshis-story
936843,Sid Meier's Pirates!,109,3.54,2.77,31.57,/psp/936843-sid-meiers-pirates
475304,Half-Life: Blue Shift,19,3.54,2.89,8.52,/pc/475304-half-life-blue-shift
946558,Combat Arms,19,3.54,3.21,60.93,/pc/946558-combat-arms
914163,007: The World Is Not Enough,84,3.54,3.27,21.62,/n64/914163-007-the-world-is-not-enough
977060,Divinity II: Ego Draconis,111,3.54,3.44,45.44,/xbox360/977060-divinity-ii-ego-draconis
932239,Rockstar Games presents Table Tennis,111,3.54,3.52,13.56,/xbox360/932239-rockstar-games-presents-table-tennis
714064,The Sims 4,19,3.54,2.39,68.43,/pc/714064-the-sims-4
944925,The Lord of the Rings: Conquest,113,3.54,2.83,19.07,/ps3/944925-the-lord-of-the-rings-conquest
604560,Monaco: What's Yours Is Mine,19,3.54,3.40,13.76,/pc/604560-monaco-whats-yours-is-mine
585689,Donkey Kong Land,59,3.54,3.36,11.14,/gameboy/585689-donkey-kong-land
996488,El Shaddai: Ascension of the Metatron,113,3.54,3.20,17.53,/ps3/996488-el-shaddai-ascension-of-the-metatron
926202,"SpongeBob SquarePants: Lights, Camera, Pants!",94,3.54,2.64,15.69,/ps2/926202-spongebob-squarepants-lights-camera-pants
561155,Need for Speed: Hot Pursuit 2,99,3.54,3.34,35.43,/gamecube/561155-need-for-speed-hot-pursuit-2
942059,Silent Hill: Homecoming,113,3.54,3.13,15.72,/ps3/942059-silent-hill-homecoming
957699,Need for Speed: Shift,19,3.54,3.33,24.49,/pc/957699-need-for-speed-shift
958082,Mario & Sonic at the Olympic Winter Games,108,3.54,2.82,28.37,/ds/958082-mario-and-sonic-at-the-olympic-winter-games
210574,Lost Sphear,120,3.54,2.93,50.02,/ps4/210574-lost-sphear
927422,Evil Dead: Regeneration,94,3.54,2.88,15.00,/ps2/927422-evil-dead-regeneration
561130,Madden NFL 2003,94,3.54,2.75,47.93,/ps2/561130-madden-nfl-2003
588759,Super Tennis,63,3.54,3.16,23.28,/snes/588759-super-tennis
197310,FIFA 99,78,3.54,2.73,40.41,/ps/197310-fifa-99
938802,WWE SmackDown vs. Raw 2008,94,3.54,2.75,28.94,/ps2/938802-wwe-smackdown-vs-raw-2008
586838,Tails Adventure,62,3.54,3.26,11.15,/gamegear/586838-tails-adventure
919558,Neo Contra,94,3.54,3.69,10.27,/ps2/919558-neo-contra
366924,Twisted Metal,78,3.54,3.17,16.62,/ps/366924-twisted-metal
938068,Godzilla: Unleashed,114,3.54,2.78,25.00,/wii/938068-godzilla-unleashed
942014,Golden Axe,111,3.54,3.02,3.48,/xbox360/942014-golden-axe
935598,Mario Party 8,114,3.54,2.61,25.00,/wii/935598-mario-party-8
943427,Samba de Amigo,114,3.54,3.12,12.62,/wii/943427-samba-de-amigo
924953,Sega Classics Collection,94,3.54,3.04,27.93,/ps2/924953-sega-classics-collection
587468,Monster in My Pocket,41,3.54,2.79,6.12,/nes/587468-monster-in-my-pocket
920520,Predator: Concrete Jungle,94,3.54,3.56,26.00,/ps2/920520-predator-concrete-jungle
191663,Mario Party: Star Rush,116,3.54,2.72,27.36,/3ds/191663-mario-party-star-rush
934459,Alien Hominid HD,111,3.54,3.92,9.40,/xbox360/934459-alien-hominid-hd
605606,A World of Keflings,111,3.54,2.02,16.24,/xbox360/605606-a-world-of-keflings
759901,Tropico 5,120,3.54,3.27,35.70,/ps4/759901-tropico-5
921280,Stella Deus: The Gate of Eternity,94,3.54,3.10,49.95,/ps2/921280-stella-deus-the-gate-of-eternity
926927,Tom Clancy's Splinter Cell: Double Agent,19,3.54,3.04,13.86,/pc/926927-tom-clancys-splinter-cell-double-agent
623056,Serious Sam 3: BFE,19,3.54,3.54,15.27,/pc/623056-serious-sam-3-bfe
632801,Streets of Rage 2,113,3.54,3.09,3.95,/ps3/632801-streets-of-rage-2
468433,NBA Street,94,3.54,2.82,26.94,/ps2/468433-nba-street
995480,James Bond 007: Blood Stone,113,3.54,2.84,13.43,/ps3/995480-james-bond-007-blood-stone
682607,Payday 2,19,3.54,3.61,64.04,/pc/682607-payday-2
196596,Alone in the Dark: The New Nightmare,78,3.54,3.55,22.27,/ps/196596-alone-in-the-dark-the-new-nightmare
934172,Naruto: Uzumaki Chronicles 2,94,3.54,2.99,30.87,/ps2/934172-naruto-uzumaki-chronicles-2
835625,Resident Evil: Revelations 2,19,3.54,3.01,24.12,/pc/835625-resident-evil-revelations-2
935316,Assassin's Creed: Director's Cut Edition,19,3.54,2.85,23.01,/pc/935316-assassins-creed-directors-cut-edition
579678,Dig Dug II: Trouble In Paradise,41,3.54,3.07,12.62,/nes/579678-dig-dug-ii-trouble-in-paradise
589119,Splatterhouse,53,3.54,3.61,6.92,/tg16/589119-splatterhouse
622840,Skylanders: Spyro's Adventure,114,3.53,2.68,34.36,/wii/622840-skylanders-spyros-adventure
577921,The Goonies,41,3.53,3.27,5.69,/nes/577921-the-goonies
928447,Final Fantasy Crystal Chronicles: The Crystal Bearers,114,3.53,2.76,22.44,/wii/928447-final-fantasy-crystal-chronicles-the-crystal-bearers
885102,Just Cause 3,120,3.53,2.94,41.59,/ps4/885102-just-cause-3
942960,Viking: Battle for Asgard,111,3.53,2.98,19.25,/xbox360/942960-viking-battle-for-asgard
960442,LEGO Indiana Jones 2: The Adventure Continues,108,3.53,2.56,28.58,/ds/960442-lego-indiana-jones-2-the-adventure-continues
925060,Medal of Honor: European Assault,99,3.53,2.98,19.91,/gamecube/925060-medal-of-honor-european-assault
606369,Zenonia,108,3.53,3.33,30.69,/ds/606369-zenonia
933472,Nintendogs: Dalmatian & Friends,108,3.53,1.84,44.45,/ds/933472-nintendogs-dalmatian-and-friends
587380,Kid Icarus,41,3.53,3.94,11.60,/nes/587380-kid-icarus
586114,Columns,54,3.53,3.03,16.58,/genesis/586114-columns
662288,Assassin's Creed III,19,3.53,2.79,34.55,/pc/662288-assassins-creed-iii
563457,Snake Rattle n Roll,41,3.53,3.88,11.07,/nes/563457-snake-rattle-n-roll
620604,Angry Birds Rio,106,3.53,3.49,31.20,/android/620604-angry-birds-rio
932113,Transformers: The Game,94,3.53,2.99,27.12,/ps2/932113-transformers-the-game
625928,Spider-Man: Edge of Time,111,3.53,2.98,14.64,/xbox360/625928-spider-man-edge-of-time
675409,Resident Evil: The Darkside Chronicles,113,3.53,3.36,17.66,/ps3/675409-resident-evil-the-darkside-chronicles
928393,MotorStorm,113,3.53,3.30,22.63,/ps3/928393-motorstorm
586116,Cool Spot,54,3.53,3.04,7.02,/genesis/586116-cool-spot
587758,Wario's Woods,41,3.53,3.21,13.31,/nes/587758-warios-woods
671774,The Cave,113,3.53,2.86,8.31,/ps3/671774-the-cave
154848,FIFA 16,120,3.53,2.87,62.27,/ps4/154848-fifa-16
714791,The Forest,19,3.53,3.71,40.14,/pc/714791-the-forest
928837,Nintendogs: Lab & Friends,108,3.53,1.77,38.49,/ds/928837-nintendogs-lab-and-friends
578298,B-Wings,41,3.53,3.54,7.34,/nes/578298-b-wings
914614,Billy Hatcher and the Giant Egg,99,3.53,3.18,23.78,/gamecube/914614-billy-hatcher-and-the-giant-egg
946846,Sid Meier's Civilization IV: Colonization,19,3.53,3.43,47.39,/pc/946846-sid-meiers-civilization-iv-colonization
932145,F.E.A.R. 2: Project Origin,19,3.53,2.93,11.33,/pc/932145-fear-2-project-origin
587469,Monster Party,41,3.53,3.49,3.58,/nes/587469-monster-party
561097,ATV Offroad Fury 2,94,3.53,2.90,26.10,/ps2/561097-atv-offroad-fury-2
446010,Extreme-G 2,84,3.53,3.81,31.18,/n64/446010-extreme-g-2
109086,J-Stars Victory Vs+,120,3.53,2.97,34.48,/ps4/109086-j-stars-victory-vs-plus
920790,Hamtaro: Ham-Ham Games,91,3.53,2.34,9.63,/gba/920790-hamtaro-ham-ham-games
893658,Etrian Mystery Dungeon,116,3.53,3.40,51.76,/3ds/893658-etrian-mystery-dungeon
588426,Kirby's Avalanche,63,3.53,3.27,10.67,/snes/588426-kirbys-avalanche
997931,Silent Hill: Downpour,111,3.53,3.17,16.83,/xbox360/997931-silent-hill-downpour
198567,Seaman,67,3.53,2.68,34.34,/dreamcast/198567-seaman
778873,Killer Is Dead: Nightmare Edition,19,3.53,3.03,13.98,/pc/778873-killer-is-dead-nightmare-edition
636611,Breath of Death VII: The Beginning,19,3.53,2.85,7.36,/pc/636611-breath-of-death-vii-the-beginning
920750,ATV Offroad Fury 3,94,3.53,3.07,32.29,/ps2/920750-atv-offroad-fury-3
997756,Just Dance 2,114,3.53,2.68,18.25,/wii/997756-just-dance-2
919603,Dragon Ball Z: Supersonic Warriors,91,3.53,2.91,18.78,/gba/919603-dragon-ball-z-supersonic-warriors
672440,Castlevania: Lords of Shadow - Mirror of Fate,116,3.53,2.92,15.35,/3ds/672440-castlevania-lords-of-shadow-mirror-of-fate
468044,Quake III Revolution,94,3.53,3.00,19.29,/ps2/468044-quake-iii-revolution
630992,Sonic Generations,116,3.53,2.86,14.89,/3ds/630992-sonic-generations
712924,Cry of Fear,19,3.53,3.75,14.37,/pc/712924-cry-of-fear
913685,Driver 2,78,3.53,3.46,24.29,/ps/913685-driver-2
934752,Blazing Angels: Squadrons of WWII,114,3.53,3.59,28.60,/wii/934752-blazing-angels-squadrons-of-wwii
669065,Sonic & All-Stars Racing Transformed,116,3.53,3.28,33.63,/3ds/669065-sonic-and-all-stars-racing-transformed
586135,DecapAttack,54,3.53,3.18,7.46,/genesis/586135-decapattack
944239,Major League Baseball 2K8,111,3.53,2.85,21.50,/xbox360/944239-major-league-baseball-2k8
533285,Bomberman Generation,99,3.53,2.90,22.21,/gamecube/533285-bomberman-generation
198200,Nightmare Creatures II,78,3.53,3.35,15.95,/ps/198200-nightmare-creatures-ii
563218,Super Star Wars,63,3.53,3.99,9.91,/snes/563218-super-star-wars
945570,Sonic Unleashed,113,3.53,3.30,27.58,/ps3/945570-sonic-unleashed
471231,Tony Hawk's Pro Skater 2,91,3.53,3.13,17.50,/gba/471231-tony-hawks-pro-skater-2
468841,Zero Wing,54,3.53,3.86,8.07,/genesis/468841-zero-wing
920489,Empire Earth II,19,3.53,3.08,36.97,/pc/920489-empire-earth-ii
928096,Dragon Ball Z: Budokai Tenkaichi,94,3.53,2.95,28.53,/ps2/928096-dragon-ball-z-budokai-tenkaichi
946573,Rayman Raving Rabbids: TV Party,114,3.53,2.70,21.37,/wii/946573-rayman-raving-rabbids-tv-party
624508,Dungeon Hunter: Alliance,113,3.53,3.09,21.61,/ps3/624508-dungeon-hunter-alliance
718814,Tom Clancy's The Division,120,3.53,3.06,54.59,/ps4/718814-tom-clancys-the-division
931482,Medal of Honor: Airborne,111,3.53,3.23,14.71,/xbox360/931482-medal-of-honor-airborne
928104,Stranglehold,111,3.53,3.01,10.18,/xbox360/928104-stranglehold
561010,Yu-Gi-Oh! Forbidden Memories,78,3.53,3.96,45.38,/ps/561010-yu-gi-oh-forbidden-memories
711440,The Evil Within,19,3.53,3.62,20.23,/pc/711440-the-evil-within
583601,Mortal Kombat 3,2,3.53,3.73,22.97,/arcade/583601-mortal-kombat-3
995750,Call of Duty: Modern Warfare 3,113,3.52,2.90,27.11,/ps3/995750-call-of-duty-modern-warfare-3
588437,Lemmings,63,3.52,3.69,21.34,/snes/588437-lemmings
985985,2010 FIFA World Cup South Africa,111,3.52,2.81,23.29,/xbox360/985985-2010-fifa-world-cup-south-africa
960509,Crackdown 2,111,3.52,2.79,22.05,/xbox360/960509-crackdown-2
584999,Q*bert,6,3.52,3.41,12.38,/atari2600/584999-qbert
957927,Crystal Defenders,113,3.52,3.69,14.43,/ps3/957927-crystal-defenders
920312,Brothers in Arms: Road to Hill 30,94,3.52,3.69,22.32,/ps2/920312-brothers-in-arms-road-to-hill-30
585867,Qix,59,3.52,3.48,10.73,/gameboy/585867-qix
585963,Tiny Toon Adventures: Babs' Big Break,59,3.52,2.82,5.86,/gameboy/585963-tiny-toon-adventures-babs-big-break
948962,Need for Speed Undercover,94,3.52,2.87,23.95,/ps2/948962-need-for-speed-undercover
942900,Wet,111,3.52,3.06,14.53,/xbox360/942900-wet
39787,SiN,19,3.52,3.22,18.15,/pc/39787-sin
934869,Dragon Ball Z: Harukanaru Densetsu,108,3.52,3.24,29.97,/ds/934869-dragon-ball-z-harukanaru-densetsu
929248,Ridge Racer 6,111,3.52,3.51,46.15,/xbox360/929248-ridge-racer-6
619502,LEGO Star Wars III: The Clone Wars,116,3.52,2.13,21.83,/3ds/619502-lego-star-wars-iii-the-clone-wars
615818,Prototype 2,19,3.52,2.82,21.00,/pc/615818-prototype-2
946604,Splatterhouse,113,3.52,3.22,18.61,/ps3/946604-splatterhouse
182951,EA Sports UFC 2,120,3.52,3.68,45.83,/ps4/182951-ea-sports-ufc-2
999022,Alien Swarm,19,3.52,3.33,14.89,/pc/999022-alien-swarm
586291,The Lion King,54,3.52,3.73,13.37,/genesis/586291-the-lion-king
253574,Mortal Kombat 11,121,3.52,3.18,37.75,/xboxone/253574-mortal-kombat-11
561338,Ty the Tasmanian Tiger,94,3.52,2.64,30.03,/ps2/561338-ty-the-tasmanian-tiger
915929,Tetris Plus,78,3.52,3.00,21.71,/ps/915929-tetris-plus
257912,Hitman: Codename 47,19,3.52,3.86,21.03,/pc/257912-hitman-codename-47
932770,Mario vs. Donkey Kong 2: March of the Minis,108,3.52,2.90,21.17,/ds/932770-mario-vs-donkey-kong-2-march-of-the-minis
250583,Evolution 2,67,3.52,3.01,38.58,/dreamcast/250583-evolution-2
930034,Armored Core 4,113,3.52,3.43,26.44,/ps3/930034-armored-core-4
204231,Super Bomberman R,124,3.52,3.36,21.43,/switch/204231-super-bomberman-r
675410,Resident Evil: The Umbrella Chronicles,113,3.52,3.35,16.04,/ps3/675410-resident-evil-the-umbrella-chronicles
981370,Star Wars: The Force Unleashed II,111,3.52,2.76,12.80,/xbox360/981370-star-wars-the-force-unleashed-ii
210878,FIFA 18,120,3.52,3.19,62.50,/ps4/210878-fifa-18
515938,Wave Race: Blue Storm,99,3.52,3.38,17.88,/gamecube/515938-wave-race-blue-storm
574878,LSD,78,3.52,1.63,26.63,/ps/574878-lsd
946788,Tenchu: Shadow Assassins,114,3.52,3.39,20.00,/wii/946788-tenchu-shadow-assassins
589715,Medal of Honor: Rising Sun,94,3.52,3.02,18.98,/ps2/589715-medal-of-honor-rising-sun
942016,echochrome,113,3.52,3.40,11.62,/ps3/942016-echochrome
561231,Wario World,99,3.52,2.72,13.92,/gamecube/561231-wario-world
574357,Shining Wisdom,76,3.52,3.24,28.55,/saturn/574357-shining-wisdom
562456,Def Jam Vendetta,94,3.52,2.96,19.39,/ps2/562456-def-jam-vendetta
198255,Pandemonium 2,78,3.52,3.11,17.73,/ps/198255-pandemonium-2
191369,Watch Dogs 2,19,3.52,2.89,35.57,/pc/191369-watch-dogs-2
676539,DayZ,19,3.52,4.11,68.84,/pc/676539-dayz
693051,Sorcery Saga: The Curse of the Great Curry God,117,3.52,2.95,38.00,/vita/693051-sorcery-saga-the-curse-of-the-great-curry-god
586191,Forgotten Worlds,54,3.52,3.74,12.72,/genesis/586191-forgotten-worlds
957701,Need for Speed: Shift,109,3.52,3.13,25.98,/psp/957701-need-for-speed-shift
562691,Commander Keen Episode I: Marooned on Mars,19,3.52,3.03,7.52,/pc/562691-commander-keen-episode-i-marooned-on-mars
588728,Super Double Dragon,63,3.52,3.36,6.50,/snes/588728-super-double-dragon
805623,Devil's Third,118,3.52,3.58,21.13,/wii-u/805623-devils-third
575071,Pepsiman,78,3.52,3.26,12.73,/ps/575071-pepsiman
997307,Art Academy,108,3.52,2.52,23.14,/ds/997307-art-academy
197919,Micro Machines V3,78,3.52,3.18,23.15,/ps/197919-micro-machines-v3
587059,1943: The Battle of Midway,41,3.52,3.85,10.26,/nes/587059-1943-the-battle-of-midway
168686,Beyond: Two Souls,120,3.52,2.06,16.11,/ps4/168686-beyond-two-souls
214128,The Sims 4,120,3.52,2.50,66.29,/ps4/214128-the-sims-4
943496,Hitman: Absolution,19,3.52,3.08,23.85,/pc/943496-hitman-absolution
367285,Tomb Raider: Chronicles,19,3.52,3.17,19.89,/pc/367285-tomb-raider-chronicles
932508,Rayman Raving Rabbids,94,3.52,2.84,19.25,/ps2/932508-rayman-raving-rabbids
935614,Final Fantasy XII: Revenant Wings,108,3.52,3.24,41.18,/ds/935614-final-fantasy-xii-revenant-wings
198253,Pandemonium!,78,3.52,3.19,16.42,/ps/198253-pandemonium
197880,MDK2,67,3.52,3.88,17.79,/dreamcast/197880-mdk2
563411,Excitebike,41,3.51,2.93,8.49,/nes/563411-excitebike
943248,Valhalla Knights 2,109,3.51,3.71,53.90,/psp/943248-valhalla-knights-2
920228,Tom Clancy's Ghost Recon 2,98,3.51,3.44,24.62,/xbox/920228-tom-clancys-ghost-recon-2
630215,SoulCalibur V,111,3.51,3.29,23.49,/xbox360/630215-soulcalibur-v
938358,Star Wars: The Force Unleashed,108,3.51,2.86,13.97,/ds/938358-star-wars-the-force-unleashed
921925,Classic NES Series: Zelda II: The Adventure of Link,91,3.51,4.06,19.98,/gba/921925-classic-nes-series-zelda-ii-the-adventure-of-link
913801,Command & Conquer: Renegade,19,3.51,3.06,23.53,/pc/913801-command-and-conquer-renegade
928291,Metroid Prime Pinball,108,3.51,3.20,11.35,/ds/928291-metroid-prime-pinball
588039,Black Belt,49,3.51,3.76,7.25,/sms/588039-black-belt
625993,Spiral Knights,19,3.51,3.02,77.46,/pc/625993-spiral-knights
940049,Afro Samurai,111,3.51,3.34,14.16,/xbox360/940049-afro-samurai
935058,F.E.A.R.,113,3.51,3.13,14.69,/ps3/935058-fear
197261,Extreme-G,84,3.51,3.32,17.06,/n64/197261-extreme-g
198309,Pokemon Pinball,57,3.51,3.09,26.25,/gbc/198309-pokemon-pinball
960489,Crysis 2,19,3.51,3.03,15.94,/pc/960489-crysis-2
929720,Sonic Riders,94,3.51,3.19,23.23,/ps2/929720-sonic-riders
673399,Dead Island: Riptide,111,3.51,3.11,33.45,/xbox360/673399-dead-island-riptide
197275,F-1 World Grand Prix,84,3.51,3.49,34.88,/n64/197275-f-1-world-grand-prix
630385,Mortal Kombat Arcade Kollection,113,3.51,4.09,13.35,/ps3/630385-mortal-kombat-arcade-kollection
938663,FIFA Soccer 08,113,3.51,2.87,40.19,/ps3/938663-fifa-soccer-08
932514,Project Sylpheed: Arc of Deception,111,3.51,3.39,22.04,/xbox360/932514-project-sylpheed-arc-of-deception
931283,Street Fighter II' Hyper Fighting,111,3.51,3.73,14.26,/xbox360/931283-street-fighter-ii-hyper-fighting
921170,Advance Guardian Heroes,91,3.51,3.38,17.89,/gba/921170-advance-guardian-heroes
561420,The Lord of the Rings: The Two Towers,94,3.51,3.20,16.31,/ps2/561420-the-lord-of-the-rings-the-two-towers
564188,Bishoujo Senshi Sailor Moon,63,3.51,2.87,11.46,/snes/564188-bishoujo-senshi-sailor-moon
728012,Max: The Curse of Brotherhood,121,3.51,2.88,11.42,/xboxone/728012-max-the-curse-of-brotherhood
933054,Contra,111,3.51,4.06,6.28,/xbox360/933054-contra
588786,Tetris 2,63,3.51,3.14,15.67,/snes/588786-tetris-2
586054,Battletoads / Double Dragon,54,3.51,3.86,13.32,/genesis/586054-battletoads-double-dragon
928296,Tony Hawk's American Wasteland,111,3.51,2.68,19.46,/xbox360/928296-tony-hawks-american-wasteland
930035,Armored Core 4,111,3.51,3.57,29.80,/xbox360/930035-armored-core-4
998178,White Knight Chronicles: Origins,109,3.51,2.82,35.68,/psp/998178-white-knight-chronicles-origins
943729,Lost Planet: Extreme Condition,113,3.51,3.21,17.52,/ps3/943729-lost-planet-extreme-condition
938119,Transformers: Decepticons,108,3.51,3.10,19.11,/ds/938119-transformers-decepticons
516512,Mega Man X6,78,3.51,3.78,16.82,/ps/516512-mega-man-x6
954342,Final Fantasy Crystal Chronicles: Echoes of Time,114,3.51,2.95,31.36,/wii/954342-final-fantasy-crystal-chronicles-echoes-of-time
827431,Five Nights at Freddy's,19,3.51,3.81,14.18,/pc/827431-five-nights-at-freddys
583825,Galaxian,2,3.51,3.40,14.94,/arcade/583825-galaxian
934872,Prince of Persia: Rival Swords,114,3.51,3.02,17.66,/wii/934872-prince-of-persia-rival-swords
957925,Crystal Defenders,111,3.51,3.75,16.50,/xbox360/957925-crystal-defenders
