id_igre,ime,konzola,konzola_kratica,ocena,tezavnost,dolzina,povezava 
925174,Kirby: Canvas Curse,ds,DS,3.76,3.02,17.81,/ds/925174-kirby-canvas-curse
718929,Mad Max,ps4,PS4,3.76,2.93,51.14,/ps4/718929-mad-max
952257,Dynasty Warriors 6,ps2,PS2,3.76,2.81,44.79,/ps2/952257-dynasty-warriors-6
792670,NBA 2K15,xboxone,XONE,3.76,3.08,75.29,/xboxone/792670-nba-2k15
158980,Kingdom Hearts: Unchained X,android,AND,3.76,2.93,80.00+,/android/158980-kingdom-hearts-unchained-x
961651,Shin Megami Tensei: Strange Journey,ds,DS,3.76,3.84,62.14,/ds/961651-shin-megami-tensei-strange-journey
927950,Blue Dragon,xbox360,X360,3.76,2.88,59.85,/xbox360/927950-blue-dragon
939613,The Chronicles of Riddick: Assault on Dark Athena,ps3,PS3,3.76,3.43,30.24,/ps3/939613-the-chronicles-of-riddick-assault-on-dark-athena
723570,Strider,ps3,PS3,3.76,3.20,9.24,/ps3/723570-strider
248069,Katamari Damacy REROLL,switch,NS,3.76,3.05,19.56,/switch/248069-katamari-damacy-reroll
516640,Super Monkey Ball,gamecube,GC,3.76,3.67,26.08,/gamecube/516640-super-monkey-ball
821122,Onechanbara Z2: Chaos,ps4,PS4,3.76,2.97,27.90,/ps4/821122-onechanbara-z2-chaos
557720,Mario Golf: Toadstool Tour,gamecube,GC,3.76,3.06,28.87,/gamecube/557720-mario-golf-toadstool-tour
635381,Titanfall,xboxone,XONE,3.76,2.90,41.84,/xboxone/635381-titanfall
234551,Crash Bandicoot N. Sane Trilogy,pc,PC,3.76,3.79,46.10,/pc/234551-crash-bandicoot-n-sane-trilogy
662347,The Simpsons: Tapped Out,iphone,IOS,3.76,2.30,73.43,/iphone/662347-the-simpsons-tapped-out
728628,Retro City Rampage DX,3ds,3DS,3.76,3.28,15.83,/3ds/728628-retro-city-rampage-dx
950899,Final Fantasy XIII,xbox360,X360,3.76,3.14,62.88,/xbox360/950899-final-fantasy-xiii
932328,Viva Pinata,xbox360,X360,3.76,2.57,46.26,/xbox360/932328-viva-pinata
197847,"Major League Baseball Featuring Ken Griffey, Jr.",n64,N64,3.76,3.08,54.05,/n64/197847-major-league-baseball-featuring-ken-griffey-jr
574704,Game & Watch Gallery 2,gbc,GBC,3.76,3.05,15.85,/gbc/574704-game-and-watch-gallery-2
561568,Game & Watch Gallery 4,gba,GBA,3.76,3.21,26.20,/gba/561568-game-and-watch-gallery-4
951212,Marvel: Ultimate Alliance 2,ps3,PS3,3.76,2.84,29.41,/ps3/951212-marvel-ultimate-alliance-2
516518,Unreal Championship,xbox,XBOX,3.76,3.11,17.60,/xbox/516518-unreal-championship
944572,LEGO Indiana Jones: The Original Adventures,ps2,PS2,3.76,2.53,29.15,/ps2/944572-lego-indiana-jones-the-original-adventures
643006,PokePark 2: Wonders Beyond,wii,WII,3.76,2.48,29.29,/wii/643006-pokepark-2-wonders-beyond
673042,Scribblenauts Unlimited,3ds,3DS,3.76,2.52,25.62,/3ds/673042-scribblenauts-unlimited
630323,Assassin's Creed: Revelations,pc,PC,3.76,2.81,29.37,/pc/630323-assassins-creed-revelations
29065,The Elder Scrolls: Chapter II - Daggerfall,pc,PC,3.76,3.88,69.96,/pc/29065-the-elder-scrolls-chapter-ii-daggerfall
539985,Hitman 2: Silent Assassin,ps2,PS2,3.76,3.67,23.07,/ps2/539985-hitman-2-silent-assassin
991034,DeathSpank,ps3,PS3,3.76,2.68,13.55,/ps3/991034-deathspank
739395,Risk of Rain,pc,PC,3.76,3.97,29.80,/pc/739395-risk-of-rain
197411,Future Cop: L.A.P.D.,ps,PS,3.76,3.26,20.61,/ps/197411-future-cop-lapd
704809,Watch Dogs,wii-u,WIIU,3.76,3.16,44.45,/wii-u/704809-watch-dogs
942204,Tales of Innocence,ds,DS,3.76,3.19,37.63,/ds/942204-tales-of-innocence
672620,Pokedex 3D Pro,3ds,3DS,3.76,1.79,10.73,/3ds/672620-pokedex-3d-pro
938345,Madden NFL 08,ps2,PS2,3.76,2.60,37.72,/ps2/938345-madden-nfl-08
922030,NBA Street V3,ps2,PS2,3.76,2.95,40.08,/ps2/922030-nba-street-v3
914846,The Sims Bustin' Out,ps2,PS2,3.76,2.67,48.00,/ps2/914846-the-sims-bustin-out
960483,Wolfenstein 3D,xbox360,X360,3.76,3.23,11.59,/xbox360/960483-wolfenstein-3d
942953,Mafia II,pc,PC,3.76,2.86,19.37,/pc/942953-mafia-ii
643155,Ninja Gaiden Sigma Plus,vita,VITA,3.76,4.17,24.83,/vita/643155-ninja-gaiden-sigma-plus
224046,Street Fighter V: Arcade Edition,ps4,PS4,3.76,3.05,37.15,/ps4/224046-street-fighter-v-arcade-edition
197430,Gauntlet Legends,dreamcast,DC,3.76,2.96,37.53,/dreamcast/197430-gauntlet-legends
946839,A Kingdom for Keflings,xbox360,X360,3.76,2.10,17.66,/xbox360/946839-a-kingdom-for-keflings
723571,Strider,pc,PC,3.76,2.97,9.66,/pc/723571-strider
471040,Tenchu: Wrath of Heaven,ps2,PS2,3.76,3.27,31.95,/ps2/471040-tenchu-wrath-of-heaven
943419,"Warhammer 40,000: Dawn of War - Soulstorm",pc,PC,3.76,3.13,33.26,/pc/943419-warhammer-40000-dawn-of-war-soulstorm
234540,Crash Bandicoot N. Sane Trilogy,switch,NS,3.76,3.85,43.53,/switch/234540-crash-bandicoot-n-sane-trilogy
199188,vib-ribbon,ps,PS,3.76,3.15,19.36,/ps/199188-vib-ribbon
938954,The Saboteur,ps3,PS3,3.76,3.05,37.28,/ps3/938954-the-saboteur
673012,Just Dance 4,wii,WII,3.76,2.73,29.67,/wii/673012-just-dance-4
690316,Don't Starve,pc,PC,3.76,3.88,50.22,/pc/690316-dont-starve
997658,Need for Speed: Hot Pursuit,xbox360,X360,3.76,3.17,28.55,/xbox360/997658-need-for-speed-hot-pursuit
958703,NCAA Football 10,ps3,PS3,3.76,2.77,31.74,/ps3/958703-ncaa-football-10
641384,New Little King's Story,vita,VITA,3.76,2.80,36.64,/vita/641384-new-little-kings-story
211143,Dragon Ball FighterZ,pc,PC,3.76,3.11,41.97,/pc/211143-dragon-ball-fighterz
189123,Yu-Gi-Oh! Duel Links,android,AND,3.76,3.05,76.92,/android/189123-yu-gi-oh-duel-links
746367,Kingdom Come: Deliverance,ps4,PS4,3.76,3.58,80.00+,/ps4/746367-kingdom-come-deliverance
557910,XIII,pc,PC,3.76,3.08,16.84,/pc/557910-xiii
945511,Tiger Woods PGA Tour 09,xbox360,X360,3.76,2.64,26.00,/xbox360/945511-tiger-woods-pga-tour-09
682465,Sonic Adventure 2,pc,PC,3.76,3.07,28.83,/pc/682465-sonic-adventure-2
526675,Phantasy Star II,genesis,GEN,3.76,3.92,41.11,/genesis/526675-phantasy-star-ii
929255,Earth Defense Force 2017,xbox360,X360,3.76,3.54,45.37,/xbox360/929255-earth-defense-force-2017
937004,Tom Clancy's Ghost Recon Advanced Warfighter 2,ps3,PS3,3.76,3.22,19.71,/ps3/937004-tom-clancys-ghost-recon-advanced-warfighter-2
981477,Angry Birds,iphone,IOS,3.76,3.20,27.91,/iphone/981477-angry-birds
894434,Assassin's Creed Syndicate,ps4,PS4,3.76,2.79,38.99,/ps4/894434-assassins-creed-syndicate
199003,Thunder Force V: Perfect System,ps,PS,3.76,3.56,42.59,/ps/199003-thunder-force-v-perfect-system
708668,LIMBO,vita,VITA,3.76,3.36,6.22,/vita/708668-limbo
934921,Sega Genesis Collection,ps2,PS2,3.76,3.07,44.15,/ps2/934921-sega-genesis-collection
954449,DJ Max Portable: Black Square,psp,PSP,3.76,4.17,54.16,/psp/954449-dj-max-portable-black-square
640912,Back to the Future: The Game,pc,PC,3.76,2.55,18.98,/pc/640912-back-to-the-future-the-game
667819,New Super Mario Bros. 2,3ds,3DS,3.76,2.70,21.20,/3ds/667819-new-super-mario-bros-2
581816,Pop'n TwinBee,snes,SNES,3.76,3.10,8.03,/snes/581816-popn-twinbee
457634,Mega Man Battle Network,gba,GBA,3.76,3.06,26.87,/gba/457634-mega-man-battle-network
998171,Yakuza: Dead Souls,ps3,PS3,3.76,3.04,45.18,/ps3/998171-yakuza-dead-souls
988969,Tom Clancy's Ghost Recon: Future Soldier,xbox360,X360,3.76,3.15,18.69,/xbox360/988969-tom-clancys-ghost-recon-future-soldier
194972,RPG Maker Fes,3ds,3DS,3.76,3.08,80.00+,/3ds/194972-rpg-maker-fes
950921,Guitar Hero: On Tour Decades,ds,DS,3.76,3.07,20.26,/ds/950921-guitar-hero-on-tour-decades
976861,Fist of the North Star: Ken's Rage,ps3,PS3,3.76,3.04,43.95,/ps3/976861-fist-of-the-north-star-kens-rage
581299,Shin Megami Tensei II,snes,SNES,3.76,3.59,46.14,/snes/581299-shin-megami-tensei-ii
933020,Resident Evil: The Umbrella Chronicles,wii,WII,3.76,3.26,20.68,/wii/933020-resident-evil-the-umbrella-chronicles
960400,"Warhammer 40,000: Space Marine",xbox360,X360,3.76,3.16,16.42,/xbox360/960400-warhammer-40000-space-marine
945048,Defense Grid: The Awakening,xbox360,X360,3.76,3.51,23.38,/xbox360/945048-defense-grid-the-awakening
228815,SoulCalibur VI,ps4,PS4,3.76,3.00,45.66,/ps4/228815-soulcalibur-vi
925314,Mario Superstar Baseball,gamecube,GC,3.76,3.01,30.04,/gamecube/925314-mario-superstar-baseball
929239,WWE SmackDown! vs. Raw 2006,psp,PSP,3.76,2.87,20.91,/psp/929239-wwe-smackdown-vs-raw-2006
918731,Zoids: Legacy,gba,GBA,3.75,2.89,36.14,/gba/918731-zoids-legacy
829765,Metal Gear Solid V: Ground Zeroes,pc,PC,3.75,3.08,10.53,/pc/829765-metal-gear-solid-v-ground-zeroes
918782,Hitman: Contracts,pc,PC,3.75,3.30,18.09,/pc/918782-hitman-contracts
942024,echochrome,psp,PSP,3.75,3.51,17.55,/psp/942024-echochrome
585799,Metroid II: Return of Samus,gameboy,GB,3.75,3.46,11.69,/gameboy/585799-metroid-ii-return-of-samus
375823,Virtua Cop,saturn,SAT,3.75,3.05,7.95,/saturn/375823-virtua-cop
585877,Revenge of the 'Gator,gameboy,GB,3.75,2.94,5.17,/gameboy/585877-revenge-of-the-gator
914705,The Lord of the Rings: The Return of the King,xbox,XBOX,3.75,3.17,26.14,/xbox/914705-the-lord-of-the-rings-the-return-of-the-king
933072,Silent Hill: Origins,psp,PSP,3.75,3.07,15.35,/psp/933072-silent-hill-origins
938488,Teenage Mutant Ninja Turtles: 1989 Classic Arcade,xbox360,X360,3.75,3.23,8.28,/xbox360/938488-teenage-mutant-ninja-turtles-1989-classic-arcade
921926,Classic NES Series: Metroid,gba,GBA,3.75,4.05,11.38,/gba/921926-classic-nes-series-metroid
199278,Wave Race 64,n64,N64,3.75,3.05,19.27,/n64/199278-wave-race-64
196751,Beetle Adventure Racing,n64,N64,3.75,2.99,18.68,/n64/196751-beetle-adventure-racing
683944,Ninja Gaiden Sigma 2 Plus,vita,VITA,3.75,3.78,25.91,/vita/683944-ninja-gaiden-sigma-2-plus
920183,Mario Party 6,gamecube,GC,3.75,2.64,28.60,/gamecube/920183-mario-party-6
942713,Dead Island,xbox360,X360,3.75,3.29,33.91,/xbox360/942713-dead-island
960441,LEGO Indiana Jones 2: The Adventure Continues,wii,WII,3.75,2.59,33.32,/wii/960441-lego-indiana-jones-2-the-adventure-continues
927014,The Darkness,xbox360,X360,3.75,3.05,17.11,/xbox360/927014-the-darkness
961725,Grand Theft Auto: Chinatown Wars,psp,PSP,3.75,3.02,30.95,/psp/961725-grand-theft-auto-chinatown-wars
584378,Virtua Fighter,sega32x,32X,3.75,3.41,6.44,/sega32x/584378-virtua-fighter
928891,Touhou Suimusou:  Immaterial and Missing Power,pc,PC,3.75,3.53,9.14,/pc/928891-touhou-suimusou-immaterial-and-missing-power
659850,Analogue: A Hate Story,pc,PC,3.75,2.16,6.08,/pc/659850-analogue-a-hate-story
577384,Kyatto Ninden Teyandee,nes,NES,3.75,2.64,11.27,/nes/577384-kyatto-ninden-teyandee
168031,Darksiders II: Deathinitive Edition,ps4,PS4,3.75,2.99,35.75,/ps4/168031-darksiders-ii-deathinitive-edition
946196,Fight Night Round 4,ps3,PS3,3.75,3.28,26.18,/ps3/946196-fight-night-round-4
716732,Destiny,xboxone,XONE,3.75,3.05,63.41,/xboxone/716732-destiny
639537,Owlboy,pc,PC,3.75,2.82,12.84,/pc/639537-owlboy
919768,Killer7,ps2,PS2,3.75,3.41,22.32,/ps2/919768-killer7
862619,HuniePop,pc,PC,3.75,2.99,19.94,/pc/862619-huniepop
562682,Heretic,pc,PC,3.75,3.19,21.37,/pc/562682-heretic
764706,Plague Inc: Evolved,pc,PC,3.75,3.41,16.99,/pc/764706-plague-inc-evolved
913960,Mega Man 64,n64,N64,3.75,3.17,30.82,/n64/913960-mega-man-64
925581,Harvest Moon DS,ds,DS,3.75,2.91,59.64,/ds/925581-harvest-moon-ds
685764,Liberation Maiden,3ds,3DS,3.75,3.05,5.42,/3ds/685764-liberation-maiden
953050,Atelier Annie: Alchemists of Sera Island,ds,DS,3.75,2.71,27.13,/ds/953050-atelier-annie-alchemists-of-sera-island
651944,Sly Cooper and the Thievius Raccoonus,ps3,PS3,3.75,2.71,16.80,/ps3/651944-sly-cooper-and-the-thievius-raccoonus
636612,Cthulhu Saves the World,pc,PC,3.75,2.98,11.54,/pc/636612-cthulhu-saves-the-world
367012,NHL '94,genesis,GEN,3.75,2.81,35.92,/genesis/367012-nhl-94
586430,Rock 'N Roll Racing,genesis,GEN,3.75,3.08,22.55,/genesis/586430-rock-n-roll-racing
612217,Prince of Persia: The Sands of Time,ps3,PS3,3.75,3.09,15.23,/ps3/612217-prince-of-persia-the-sands-of-time
562999,Metal Slug 4,arcade,ARC,3.75,3.71,11.64,/arcade/562999-metal-slug-4
932240,Tom Clancy's Rainbow Six Vegas,xbox360,X360,3.75,3.39,22.32,/xbox360/932240-tom-clancys-rainbow-six-vegas
927355,Daxter,psp,PSP,3.75,2.89,17.94,/psp/927355-daxter
520833,Legaia 2: Duel Saga,ps2,PS2,3.75,3.02,54.13,/ps2/520833-legaia-2-duel-saga
717906,Plants vs Zombies 2: It's About Time,iphone,IOS,3.75,3.28,42.72,/iphone/717906-plants-vs-zombies-2-its-about-time
197533,Heart of Darkness,ps,PS,3.75,3.94,13.81,/ps/197533-heart-of-darkness
920736,Silent Hill 4: The Room,pc,PC,3.75,3.26,20.05,/pc/920736-silent-hill-4-the-room
997753,Mario Sports Mix,wii,WII,3.75,2.82,28.49,/wii/997753-mario-sports-mix
976862,Fist of the North Star: Ken's Rage,xbox360,X360,3.75,3.11,45.32,/xbox360/976862-fist-of-the-north-star-kens-rage
586476,Sparkster: Rocket Knight Adventures 2,genesis,GEN,3.75,3.40,5.03,/genesis/586476-sparkster-rocket-knight-adventures-2
614181,Stacking,ps3,PS3,3.75,2.53,9.29,/ps3/614181-stacking
914543,Baldur's Gate: Dark Alliance II,ps2,PS2,3.75,3.01,36.63,/ps2/914543-baldurs-gate-dark-alliance-ii
571388,Mickey to Donald Magical Adventure 3,snes,SNES,3.75,2.86,6.07,/snes/571388-mickey-to-donald-magical-adventure-3
667703,God of War: Ascension,ps3,PS3,3.75,3.16,16.98,/ps3/667703-god-of-war-ascension
587117,Batman: The Video Game,nes,NES,3.75,3.94,8.48,/nes/587117-batman-the-video-game
614204,Binary Domain,ps3,PS3,3.75,3.03,14.38,/ps3/614204-binary-domain
919922,Mortal Kombat: Deception,ps2,PS2,3.75,3.16,26.00,/ps2/919922-mortal-kombat-deception
586500,Sunset Riders,genesis,GEN,3.75,3.41,8.99,/genesis/586500-sunset-riders
937512,Draglade,ds,DS,3.75,3.00,18.13,/ds/937512-draglade
125528,LIMBO,ps4,PS4,3.75,3.34,4.79,/ps4/125528-limbo
960137,Contra ReBirth,wii,WII,3.75,3.84,5.08,/wii/960137-contra-rebirth
588678,Sparkster,snes,SNES,3.75,3.39,7.20,/snes/588678-sparkster
915073,Tom Clancy's Splinter Cell Pandora Tomorrow,ps2,PS2,3.75,3.48,20.34,/ps2/915073-tom-clancys-splinter-cell-pandora-tomorrow
562351,Harry Potter and the Chamber of Secrets,gbc,GBC,3.75,3.06,25.64,/gbc/562351-harry-potter-and-the-chamber-of-secrets
806921,Code Name: S.T.E.A.M.,3ds,3DS,3.75,3.77,30.70,/3ds/806921-code-name-steam
563441,Mega Man,nes,NES,3.75,3.99,7.82,/nes/563441-mega-man
610657,Dota 2,pc,PC,3.75,3.98,80.00+,/pc/610657-dota-2
191715,Berserk and the Band of the Hawk,ps4,PS4,3.75,3.00,40.42,/ps4/191715-berserk-and-the-band-of-the-hawk
939577,LEGO Star Wars: The Complete Saga,ds,DS,3.75,2.55,28.66,/ds/939577-lego-star-wars-the-complete-saga
198689,Soldier of Fortune,pc,PC,3.75,3.10,17.29,/pc/198689-soldier-of-fortune
941950,Mirror's Edge,ps3,PS3,3.75,3.32,14.79,/ps3/941950-mirrors-edge
672727,Need for Speed: Most Wanted - A Criterion Game,ps3,PS3,3.75,3.03,30.27,/ps3/672727-need-for-speed-most-wanted-a-criterion-game
211212,Assassin's Creed Origins,pc,PC,3.75,2.88,63.94,/pc/211212-assassins-creed-origins
564391,Mega Man 2: The Power Fighters,arcade,ARC,3.75,2.71,2.48,/arcade/564391-mega-man-2-the-power-fighters
933689,Need for Speed Carbon,wii,WII,3.75,3.04,32.84,/wii/933689-need-for-speed-carbon
199195,Vigilante 8: 2nd Offense,n64,N64,3.75,2.94,31.72,/n64/199195-vigilante-8-2nd-offense
199098,Disney/Pixar's Toy Story 2: Buzz Lightyear to the Rescue!,ps,PS,3.75,2.92,19.65,/ps/199098-disney-pixars-toy-story-2-buzz-lightyear-to-the-rescue
945634,WWE SmackDown vs. Raw 2009,ps2,PS2,3.75,2.80,33.46,/ps2/945634-wwe-smackdown-vs-raw-2009
197997,Mortal Kombat Trilogy,ps,PS,3.75,3.52,20.92,/ps/197997-mortal-kombat-trilogy
928375,Fight Night Round 3,ps3,PS3,3.75,3.10,31.02,/ps3/928375-fight-night-round-3
690511,Weapon Shop de Omasse,3ds,3DS,3.75,2.79,14.44,/3ds/690511-weapon-shop-de-omasse
197466,Gradius Gaiden,ps,PS,3.75,3.53,19.62,/ps/197466-gradius-gaiden
941432,N+,ds,DS,3.75,3.94,18.25,/ds/941432-n-plus
806935,Night in the Woods,pc,PC,3.75,1.67,14.06,/pc/806935-night-in-the-woods
695509,Bit.Trip Presents...Runner2: Future Legend of Rhythm Alien,pc,PC,3.75,3.35,12.84,/pc/695509-bittrip-presentsrunner2-future-legend-of-rhythm-alien
588628,Romance of the Three Kingdoms II,snes,SNES,3.75,3.18,48.63,/snes/588628-romance-of-the-three-kingdoms-ii
915178,Harvest Moon 2 GBC,gbc,GBC,3.75,2.88,38.28,/gbc/915178-harvest-moon-2-gbc
957955,Transformers: Revenge of the Fallen,ps3,PS3,3.75,2.85,22.06,/ps3/957955-transformers-revenge-of-the-fallen
914608,Dragon Ball Z: The Legacy of Goku II,gba,GBA,3.75,3.00,23.41,/gba/914608-dragon-ball-z-the-legacy-of-goku-ii
563509,Disney's Aladdin,snes,SNES,3.74,2.85,7.60,/snes/563509-disneys-aladdin
932882,Mercenaries 2: World in Flames,xbox360,X360,3.74,2.93,29.64,/xbox360/932882-mercenaries-2-world-in-flames
914795,Maximo vs Army of Zin,ps2,PS2,3.74,3.28,20.72,/ps2/914795-maximo-vs-army-of-zin
587241,Dr. Mario,nes,NES,3.74,3.13,12.50,/nes/587241-dr-mario
586156,Earthworm Jim 2,genesis,GEN,3.74,3.36,10.23,/genesis/586156-earthworm-jim-2
927390,X-Men Legends II: Rise of Apocalypse,ps2,PS2,3.74,2.93,26.13,/ps2/927390-x-men-legends-ii-rise-of-apocalypse
589680,Castlevania: Lament of Innocence,ps2,PS2,3.74,3.14,21.61,/ps2/589680-castlevania-lament-of-innocence
928082,Tony Hawk's American Wasteland,gamecube,GC,3.74,2.73,24.59,/gamecube/928082-tony-hawks-american-wasteland
623309,Iron Brigade,xbox360,X360,3.74,3.15,17.50,/xbox360/623309-iron-brigade
941949,Mirror's Edge,pc,PC,3.74,3.07,10.35,/pc/941949-mirrors-edge
919001,Mega Man X: Command Mission,ps2,PS2,3.74,2.95,38.82,/ps2/919001-mega-man-x-command-mission
589485,Shining Soul II,gba,GBA,3.74,3.09,40.85,/gba/589485-shining-soul-ii
945943,Prince of Persia,xbox360,X360,3.74,2.64,17.49,/xbox360/945943-prince-of-persia
587295,Gargoyle's Quest II,nes,NES,3.74,3.65,10.34,/nes/587295-gargoyles-quest-ii
934806,Medal of Honor Heroes,psp,PSP,3.74,3.05,15.11,/psp/934806-medal-of-honor-heroes
476497,Spider-Man,pc,PC,3.74,2.89,18.00,/pc/476497-spider-man
587110,Cyber Stadium Series: Base Wars,nes,NES,3.74,3.29,36.88,/nes/587110-cyber-stadium-series-base-wars
924897,Final Fantasy III,ds,DS,3.74,3.38,44.63,/ds/924897-final-fantasy-iii
706551,Battlefield 4,ps4,PS4,3.74,2.98,45.20,/ps4/706551-battlefield-4
950323,Nostalgia,ds,DS,3.74,2.80,38.73,/ds/950323-nostalgia
949453,Pro Evolution Soccer 2009,ps3,PS3,3.74,2.74,44.59,/ps3/949453-pro-evolution-soccer-2009
986215,After Burner Climax,ps3,PS3,3.74,2.98,11.69,/ps3/986215-after-burner-climax
518049,Primal,ps2,PS2,3.74,3.18,22.60,/ps2/518049-primal
588761,Super Turrican,snes,SNES,3.74,3.51,7.96,/snes/588761-super-turrican
563431,Kickle Cubicle,nes,NES,3.74,3.01,8.27,/nes/563431-kickle-cubicle
929449,Bleach: The Blade of Fate,ds,DS,3.74,2.90,18.71,/ds/929449-bleach-the-blade-of-fate
914954,Dungeon Siege II,pc,PC,3.74,2.97,52.61,/pc/914954-dungeon-siege-ii
471207,Medal of Honor Frontline,ps2,PS2,3.74,3.17,20.61,/ps2/471207-medal-of-honor-frontline
920421,Viewtiful Joe 2,gamecube,GC,3.74,3.61,18.63,/gamecube/920421-viewtiful-joe-2
924064,LEGO Star Wars,xbox,XBOX,3.74,2.33,26.66,/xbox/924064-lego-star-wars
997710,Need for Speed: Hot Pursuit,pc,PC,3.74,3.05,32.06,/pc/997710-need-for-speed-hot-pursuit
932321,Atelier Iris 3: Grand Phantasm,ps2,PS2,3.74,2.83,48.67,/ps2/932321-atelier-iris-3-grand-phantasm
572517,PowerSlave,ps,PS,3.74,3.36,27.14,/ps/572517-powerslave
582598,Final Fantasy,ps,PS,3.74,3.17,34.68,/ps/582598-final-fantasy
572835,Dragon Ball Z: Idainaru Dragon Ball Densetsu,ps,PS,3.74,2.98,18.57,/ps/572835-dragon-ball-z-idainaru-dragon-ball-densetsu
944197,Call of Duty: World at War,pc,PC,3.74,2.96,18.73,/pc/944197-call-of-duty-world-at-war
256399,Oni,pc,PC,3.74,3.36,26.13,/pc/256399-oni
925007,Mortal Kombat: Shaolin Monks,ps2,PS2,3.74,3.19,21.80,/ps2/925007-mortal-kombat-shaolin-monks
211217,A Way Out,ps4,PS4,3.74,1.95,8.38,/ps4/211217-a-way-out
758717,Hearts of Iron IV,pc,PC,3.74,3.64,75.04,/pc/758717-hearts-of-iron-iv
942350,Prototype,ps3,PS3,3.74,3.13,23.82,/ps3/942350-prototype
189589,Borderlands 3,ps4,PS4,3.74,3.02,57.90,/ps4/189589-borderlands-3
929446,Sacred Gold,pc,PC,3.74,3.01,56.48,/pc/929446-sacred-gold
524512,Buffy the Vampire Slayer,xbox,XBOX,3.74,3.28,14.66,/xbox/524512-buffy-the-vampire-slayer
997172,Sonic Colors,ds,DS,3.74,2.93,16.11,/ds/997172-sonic-colors
932887,DiRT,ps3,PS3,3.74,3.06,24.76,/ps3/932887-dirt
960583,LEGO Harry Potter: Years 1-4,ds,DS,3.74,2.51,26.09,/ds/960583-lego-harry-potter-years-1-4
587433,The Magic of Scheherazade,nes,NES,3.74,3.18,15.81,/nes/587433-the-magic-of-scheherazade
920662,Tony Hawk's Underground 2,gamecube,GC,3.74,2.93,25.03,/gamecube/920662-tony-hawks-underground-2
587215,Disney's Darkwing Duck,nes,NES,3.74,3.12,7.35,/nes/587215-disneys-darkwing-duck
586021,Alisia Dragoon,genesis,GEN,3.74,3.86,10.54,/genesis/586021-alisia-dragoon
928235,Saints Row,xbox360,X360,3.74,3.00,33.46,/xbox360/928235-saints-row
197976,Monster Rancher,ps,PS,3.74,3.00,59.39,/ps/197976-monster-rancher
630670,Gotham City Impostors,xbox360,X360,3.74,3.07,37.75,/xbox360/630670-gotham-city-impostors
932983,Afrika,ps3,PS3,3.74,2.65,35.55,/ps3/932983-afrika
586215,Golden Axe III,genesis,GEN,3.74,3.49,10.82,/genesis/586215-golden-axe-iii
196966,Command & Conquer: Red Alert,ps,PS,3.74,3.39,38.08,/ps/196966-command-and-conquer-red-alert
194973,Blue Reflection,ps4,PS4,3.74,2.18,44.05,/ps4/194973-blue-reflection
605975,Asura's Wrath,xbox360,X360,3.74,2.71,12.40,/xbox360/605975-asuras-wrath
625028,Jamestown: Legend of the Lost Colony,pc,PC,3.74,3.73,5.37,/pc/625028-jamestown-legend-of-the-lost-colony
751143,Clash of Clans,android,AND,3.74,3.14,72.66,/android/751143-clash-of-clans
198031,Namco Museum Vol. 1,ps,PS,3.74,3.01,29.91,/ps/198031-namco-museum-vol-1
914852,James Bond 007: Everything or Nothing,xbox,XBOX,3.74,3.41,21.19,/xbox/914852-james-bond-007-everything-or-nothing
915429,Dynasty Warriors 4: Xtreme Legends,ps2,PS2,3.74,3.11,40.47,/ps2/915429-dynasty-warriors-4-xtreme-legends
588720,Super Bomberman,snes,SNES,3.74,2.96,10.44,/snes/588720-super-bomberman
197864,Marvel Super Heroes,ps,PS,3.74,3.10,16.68,/ps/197864-marvel-super-heroes
727994,RiME,ps4,PS4,3.74,2.50,9.21,/ps4/727994-rime
584362,Knuckles' Chaotix,sega32x,32X,3.74,2.93,6.48,/sega32x/584362-knuckles-chaotix
960488,Wii Fit Plus,wii,WII,3.74,2.67,38.32,/wii/960488-wii-fit-plus
945942,Prince of Persia,ps3,PS3,3.74,2.59,18.19,/ps3/945942-prince-of-persia
639768,Counter-Strike: Global Offensive,pc,PC,3.74,3.73,73.76,/pc/639768-counter-strike-global-offensive
711401,FIFA 14,xbox360,X360,3.74,3.09,61.01,/xbox360/711401-fifa-14
199034,Tom Clancy's Rainbow Six,pc,PC,3.74,3.74,18.92,/pc/199034-tom-clancys-rainbow-six
944012,Ghostbusters: The Video Game,wii,WII,3.74,2.90,18.66,/wii/944012-ghostbusters-the-video-game
584684,Dig Dug,atari2600,2600,3.74,2.91,13.80,/atari2600/584684-dig-dug
189003,NBA 2K17,ps4,PS4,3.74,2.95,54.79,/ps4/189003-nba-2k17
824074,Neverwinter,xboxone,XONE,3.74,2.85,80.00+,/xboxone/824074-neverwinter
718645,Peggle 2,xboxone,XONE,3.74,2.99,14.05,/xboxone/718645-peggle-2
956436,Singularity,ps3,PS3,3.74,3.05,18.95,/ps3/956436-singularity
915255,Battlefield Vietnam,pc,PC,3.74,2.97,44.01,/pc/915255-battlefield-vietnam
915189,Medabots: Rokusho,gba,GBA,3.74,3.47,44.74,/gba/915189-medabots-rokusho
669288,Call of Duty: Black Ops II,ps3,PS3,3.74,2.92,36.32,/ps3/669288-call-of-duty-black-ops-ii
586462,Skitchin',genesis,GEN,3.74,3.30,22.33,/genesis/586462-skitchin
739463,Metal Gear Solid V: Ground Zeroes,ps4,PS4,3.74,3.16,11.07,/ps4/739463-metal-gear-solid-v-ground-zeroes
955584,Dr. Mario Express,ds,DS,3.74,3.15,19.69,/ds/955584-dr-mario-express
